label,md5,sha1,sha256,size,type,mimetype,name,crc32,sha512,ssdeep,path,score,category,duration,started,ended,added,cuckoo_id,cuckoo_ver,route,machine,platform,manager,signatures_count,signatures_max_sev,processes_count,generic_count,calls_count,dns_count,http_count,https_count,tls_count,hosts_count,domains_count,pcap_sha256,sorted_pcap_sha256,irma_status,irma_scan_date,irma_probes_total,irma_probes_finished,irma_detected_count,irma_av_total,vt_positives,vt_total,vt_scan_date,vt_detected_count,snort_alerts,suricata_alerts,dropped_count,strings_count,misp_count,intelmq_count,vt_md5,vt_sha1,vt_sha256,vt_scan_id,vt_resource,vt_response_code,vt_permalink,vt_verbose_msg,vt_engines_total,vt_engines_detected,vt_engines_undetected,vt_detection_ratio,vt_results_unique_count,vt_updates_latest,vt_updates_earliest
benign,0969cad303733473c7697b4fec874da2,01b78ec3e117d5dcb7f3cd988345d7fe70940782,a8301f57f2af1810e851fed8ed1468c8df70399db94835b48865dfe4eec026bc,24887,"Google Chrome extension, version 3",application/x-chrome-extension,extension_1_0_0_0 (1).crx,8F3FB23B,de055ac8a47e23fe48e198b762c03d965ad03246dc39da00a3dd4b7b417574f2f251a29730de6751f40399ee4340539689e5404ae22207260c0c21e9760c37a5,768:SIIhrujBE+1r3X3ESEvKoCnrC4+fSZGwxiHn73Mys:XImBEQ3ExKjnr+fgLc7cys,/srv/cuckoo/cwd/storage/binaries/a8301f57f2af1810e851fed8ed1468c8df70399db94835b48865dfe4eec026bc,0.1,file,559,1647720787,1647721346,1647710775,2869748,2.0.7,internet,win7x6414,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,ea047bddf0759a799b5b9767625b259b301b74206513777aedd69504e07acfcb,fc11ffb38da7996ddfd43bcc15f121b38478e3fe41d74d12a2ecb2a61dfe69bb,0,1647714147,16,16,0,System.Object[],,52,26/03/2022 12:51,0,0,0,0,68,0,0,0969cad303733473c7697b4fec874da2,01b78ec3e117d5dcb7f3cd988345d7fe70940782,a8301f57f2af1810e851fed8ed1468c8df70399db94835b48865dfe4eec026bc,a8301f57f2af1810e851fed8ed1468c8df70399db94835b48865dfe4eec026bc-1648299088,a8301f57f2af1810e851fed8ed1468c8df70399db94835b48865dfe4eec026bc,1,https://www.virustotal.com/gui/file/a8301f57f2af1810e851fed8ed1468c8df70399db94835b48865dfe4eec026bc/detection/f-a8301f57f2af1810e851fed8ed1468c8df70399db94835b48865dfe4eec026bc-1648299088,"Scan finished, information embedded",52,0,52,0,0,20220326,20190318
benign,09d17e59670dee4f6dace1c07ca70c12,554f4f552573369b7889c6610fa17829105041f0,07ec6aeda5f91e232df7cb2a762cd20d8c946ad241331da5ce17c057ed6eff4c,107198,"Google Chrome extension, version 3",application/x-chrome-extension,extension_1_7_1_0.crx,402CA61E,b7ead29c0f605407fa6b478bbaf5893fbd5ece482e2f87e791f423b918d32b215d450ad4cbd081dbeee5f74ec3949ecf0329cddc1aa0365729ad70750d8c08c6,,/srv/cuckoo/cwd/storage/binaries/07ec6aeda5f91e232df7cb2a762cd20d8c946ad241331da5ce17c057ed6eff4c,0.1,file,608,1647729622,1647730230,1647712091,2870126,2.0.7,internet,win7x644,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,94284c1d484a8fde677551fe3ce20fbed9383ccb930552bedc801e541701d046,525f2ba94466724d8bfe4b5802040727a8586f952e9cbe81261da9fd346e999c,0,1647723031,16,16,0,System.Object[],,57,25/03/2022 20:05,0,0,0,0,255,0,0,09d17e59670dee4f6dace1c07ca70c12,554f4f552573369b7889c6610fa17829105041f0,07ec6aeda5f91e232df7cb2a762cd20d8c946ad241331da5ce17c057ed6eff4c,07ec6aeda5f91e232df7cb2a762cd20d8c946ad241331da5ce17c057ed6eff4c-1648238721,07ec6aeda5f91e232df7cb2a762cd20d8c946ad241331da5ce17c057ed6eff4c,1,https://www.virustotal.com/gui/file/07ec6aeda5f91e232df7cb2a762cd20d8c946ad241331da5ce17c057ed6eff4c/detection/f-07ec6aeda5f91e232df7cb2a762cd20d8c946ad241331da5ce17c057ed6eff4c-1648238721,"Scan finished, information embedded",57,0,57,0,0,20220325,20190318
benign,0b756e162967ea89748773b1131505e3,f611ef57b5906af3e0ad28d76fd0e1ab6c67726a,caba979e30c80cf57e14997350600b578e9fcef0ef75bbc00edd17c7309f374e,29833,"Google Chrome extension, version 3",application/x-chrome-extension,extension_3_5_0_0 (1).crx,538B82AD,a05c81269a11dd541c0fe53c9444b2a4840f925ffa2c1668cc7447c5bf1dcbbbed0cb33388bfe82b1c4bb5699e3075f37ccfb0adc2217982b83a908b92729033,,/srv/cuckoo/cwd/storage/binaries/caba979e30c80cf57e14997350600b578e9fcef0ef75bbc00edd17c7309f374e,,file,780,1647756017,1647756798,1647721510,2871046,2.0.7,internet,Ubuntu1904x644,linux,VirtualBox,0,,0,0,0,0,0,0,0,0,0,801b6e05d5527dfe666bbaec2b237ea3ce405cd061f98a63dea01e08c4387b7d,b4a43f20dac2b86029a08a596f3130cb169651ac4bbda9fa85a79e3cd7ce1041,0,1647749598,16,16,0,System.Object[],,59,02/03/2021 03:58,0,0,0,0,128,0,0,0b756e162967ea89748773b1131505e3,f611ef57b5906af3e0ad28d76fd0e1ab6c67726a,caba979e30c80cf57e14997350600b578e9fcef0ef75bbc00edd17c7309f374e,caba979e30c80cf57e14997350600b578e9fcef0ef75bbc00edd17c7309f374e-1614657508,caba979e30c80cf57e14997350600b578e9fcef0ef75bbc00edd17c7309f374e,1,https://www.virustotal.com/gui/file/caba979e30c80cf57e14997350600b578e9fcef0ef75bbc00edd17c7309f374e/detection/f-caba979e30c80cf57e14997350600b578e9fcef0ef75bbc00edd17c7309f374e-1614657508,"Scan finished, information embedded",59,0,59,0,0,20210302,20190318
benign,0be4ebf06dae89a9a65b8c7f34ce9614,1ae8620e608b765fe1a6bd1ea2fc6341724afd82,c4eebd8b548d39d4922703462a420182f7bd98b02bead3dd5d3748d680b72b54,5098564,"Google Chrome extension, version 3",application/x-chrome-extension,extension_4_0_0_0.crx,4DAF3873,fe1a8136660a7ca398f9bd4d311965acd017ea370df61779a4724c44d87e0d3ef925f05a6d65eb16651b9c3193845524a3aee200cf2447d82b3063334cc13621,,/srv/cuckoo/cwd/storage/binaries/c4eebd8b548d39d4922703462a420182f7bd98b02bead3dd5d3748d680b72b54,0.3,file,583,1647758361,1647758944,1647722667,2871085,2.0.7,internet,win7x649,windows,VirtualBox,2,1,3,3,400,0,0,0,0,0,0,39f418542d1343fd651abe9e83f4c49555d4621f9f425a853067f4ee85885219,718073b3c42fceb219e2dfabf13c6954ac10bca02d816547abe3da533f8c7db1,0,1647751746,16,16,0,System.Object[],,58,31/01/2022 13:26,0,0,0,0,2048,0,0,0be4ebf06dae89a9a65b8c7f34ce9614,1ae8620e608b765fe1a6bd1ea2fc6341724afd82,c4eebd8b548d39d4922703462a420182f7bd98b02bead3dd5d3748d680b72b54,c4eebd8b548d39d4922703462a420182f7bd98b02bead3dd5d3748d680b72b54-1643635613,c4eebd8b548d39d4922703462a420182f7bd98b02bead3dd5d3748d680b72b54,1,https://www.virustotal.com/gui/file/c4eebd8b548d39d4922703462a420182f7bd98b02bead3dd5d3748d680b72b54/detection/f-c4eebd8b548d39d4922703462a420182f7bd98b02bead3dd5d3748d680b72b54-1643635613,"Scan finished, information embedded",58,0,58,0,0,20220131,20190318
benign,0bee5c2b122bdc364e87ebc5157c66cd,66d306ab9482967e61539fa09ad88eb91f0997e3,6968de2a98f07856301f1b3b36766b3d2f02deb099f6be0fef3f3c67ae366026,98338,"Google Chrome extension, version 3",application/x-chrome-extension,extension_1_4_6_0.crx,C5D0B1AA,b8bd5be7c5202b3b0e90f4f1607f1ed184041818ad7ed29c495747fa9504eddefc6f6c6b5e73776b6bbc3ab72d3c761c8621e4109207797b8a3c9c5ea71c63c4,,/srv/cuckoo/cwd/storage/binaries/6968de2a98f07856301f1b3b36766b3d2f02deb099f6be0fef3f3c67ae366026,0.1,file,630,1647727750,1647728380,1647712089,2870089,2.0.7,internet,win7x6412,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,36143c6e83af02f5b2fb37119e6867a3cfb81fb6503d2ba72d5aefdc8d105e53,5f824ceea2c814f63c0af7096dabb4cb6387e06076be72ea0650533cc02118e6,0,1647721181,16,16,0,System.Object[],,56,25/03/2022 19:45,0,0,0,0,215,0,0,0bee5c2b122bdc364e87ebc5157c66cd,66d306ab9482967e61539fa09ad88eb91f0997e3,6968de2a98f07856301f1b3b36766b3d2f02deb099f6be0fef3f3c67ae366026,6968de2a98f07856301f1b3b36766b3d2f02deb099f6be0fef3f3c67ae366026-1648237510,6968de2a98f07856301f1b3b36766b3d2f02deb099f6be0fef3f3c67ae366026,1,https://www.virustotal.com/gui/file/6968de2a98f07856301f1b3b36766b3d2f02deb099f6be0fef3f3c67ae366026/detection/f-6968de2a98f07856301f1b3b36766b3d2f02deb099f6be0fef3f3c67ae366026-1648237510,"Scan finished, information embedded",56,0,56,0,0,20220325,20190318
benign,0c34f8d4ac36983c85a1fc48b3dfd0cf,0e2419ddddc22ef2d5b5f7669638a4deef0c7136,671c45c55a3db7e685b2e836535af5b77b65fe25fbd551b2ace4f368fbf1a780,2305984,"Google Chrome extension, version 3",application/x-chrome-extension,extension_5_5_2_0 (1).crx,01F4E4CA,7c33aaf0b01c0870cbafd4d1ba46b002bcbfa649fee9073e224c3d5b9e2a1ad81a66cbfff5dfcb19d0c94f036dc0ed849c285a0b2a857ce4863537ec1c39e92e,,/srv/cuckoo/cwd/storage/binaries/671c45c55a3db7e685b2e836535af5b77b65fe25fbd551b2ace4f368fbf1a780,0.1,file,656,1647750812,1647751469,1647720483,2870900,2.0.7,internet,win7x6414,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,6b02d46b91d2ebfc614c5a2e69ca1ca4ae0c18ae0b7573e65d0e9def24683e5a,64575931bfe0536ba227e8f29bc5713d081bd69ab319ca55aff0897be8c3a014,0,1647744270,16,16,0,System.Object[],,56,05/01/2022 06:15,0,0,0,0,2048,0,0,0c34f8d4ac36983c85a1fc48b3dfd0cf,0e2419ddddc22ef2d5b5f7669638a4deef0c7136,671c45c55a3db7e685b2e836535af5b77b65fe25fbd551b2ace4f368fbf1a780,671c45c55a3db7e685b2e836535af5b77b65fe25fbd551b2ace4f368fbf1a780-1641363354,671c45c55a3db7e685b2e836535af5b77b65fe25fbd551b2ace4f368fbf1a780,1,https://www.virustotal.com/gui/file/671c45c55a3db7e685b2e836535af5b77b65fe25fbd551b2ace4f368fbf1a780/detection/f-671c45c55a3db7e685b2e836535af5b77b65fe25fbd551b2ace4f368fbf1a780-1641363354,"Scan finished, information embedded",56,0,56,0,0,20220105,20190318
benign,0c3c9e8a6927d7de727dba246dcbd1ee,a38c854553215059fdade67c09d694df6dadcb2f,315dc16271e58b02d8921301e58432b31289034f5bd68a9732d34b9c2cdf88d9,610706,"Google Chrome extension, version 3",application/x-chrome-extension,extension_1_9_7_0.crx,FF964063,61ee1fecf7fd56829ba25a187e85417a976ddbc21d01480e4861337e21fd6d8d443871853dff870e1f88baf560fa6416029f84c50365662a48f34bba89666d75,,/srv/cuckoo/cwd/storage/binaries/315dc16271e58b02d8921301e58432b31289034f5bd68a9732d34b9c2cdf88d9,0.1,file,2802,1647730299,1647733101,1647712092,2870153,2.0.7,internet,win7x645,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,43e9d71797f044f5fec3fc1ccd74dcd747fb00d966b86d10ec04e9b07dd7bede,c2c98f9bdce55fa6b5299fe56a3c5337d66fefc6add756ba9e88cef170f2e1a5,0,1647725902,16,16,0,System.Object[],,57,25/03/2022 20:23,0,0,0,0,1117,0,0,0c3c9e8a6927d7de727dba246dcbd1ee,a38c854553215059fdade67c09d694df6dadcb2f,315dc16271e58b02d8921301e58432b31289034f5bd68a9732d34b9c2cdf88d9,315dc16271e58b02d8921301e58432b31289034f5bd68a9732d34b9c2cdf88d9-1648239807,315dc16271e58b02d8921301e58432b31289034f5bd68a9732d34b9c2cdf88d9,1,https://www.virustotal.com/gui/file/315dc16271e58b02d8921301e58432b31289034f5bd68a9732d34b9c2cdf88d9/detection/f-315dc16271e58b02d8921301e58432b31289034f5bd68a9732d34b9c2cdf88d9-1648239807,"Scan finished, information embedded",57,0,57,0,0,20220325,20190318
benign,0c68df3af2dbe1775a83318c6348cbad,05a9d0b1ba713907a4715c085e3a2cdfc8a29d61,e91ff551a1a29342397c98e380c0fb858a37f857dc73e262e3ac2542fb71c62b,1672552,"Google Chrome extension, version 3",application/x-chrome-extension,extension_3_2_0_0.crx,FBD8481E,faa9181cd01efb21be5cc3554dfccdc37210d595278bca76f4a8088130cf44db9a73fdfbaab5a9da3f2a4fd7e52523e26ea7cfe74ea092e1df34e00b73a2f00f,,/srv/cuckoo/cwd/storage/binaries/e91ff551a1a29342397c98e380c0fb858a37f857dc73e262e3ac2542fb71c62b,,file,746,1647755549,1647756296,1647721508,2871029,2.0.7,internet,Ubuntu1904x646,linux,VirtualBox,0,,1,1,8,0,0,0,0,0,0,fdd4d318fe320c04b9be15c753b3f531a24455f94d0a2eb73d245dd470a09f93,f2ed59350a77f484cc616aefd2b1cb9c440151178d5bd8273ee9cfc5a270d146,0,1647749097,16,16,0,System.Object[],,54,13/03/2022 16:35,0,0,0,0,2048,0,0,0c68df3af2dbe1775a83318c6348cbad,05a9d0b1ba713907a4715c085e3a2cdfc8a29d61,e91ff551a1a29342397c98e380c0fb858a37f857dc73e262e3ac2542fb71c62b,e91ff551a1a29342397c98e380c0fb858a37f857dc73e262e3ac2542fb71c62b-1647189310,e91ff551a1a29342397c98e380c0fb858a37f857dc73e262e3ac2542fb71c62b,1,https://www.virustotal.com/gui/file/e91ff551a1a29342397c98e380c0fb858a37f857dc73e262e3ac2542fb71c62b/detection/f-e91ff551a1a29342397c98e380c0fb858a37f857dc73e262e3ac2542fb71c62b-1647189310,"Scan finished, information embedded",54,0,54,0,0,20220313,20190318
benign,0c9fbe1d44e7b04e44d4fb7796c542c7,aa818e532b62b5b14471d151c5ffd60a892266ad,a8ec164968132a751193d5185dee2c822dd9ed7625a5ff257c958e5c204d0643,40699,"Google Chrome extension, version 3",application/x-chrome-extension,extension_1_1_72_0.crx,212B6B84,dba127fce2aefc9c994bf90fbb5841ae862145109967e235a06e7f785e3ad06925555098a434f0a0096e983fae805f43de08a020e704817d9e5d2aae4e56e714,,/srv/cuckoo/cwd/storage/binaries/a8ec164968132a751193d5185dee2c822dd9ed7625a5ff257c958e5c204d0643,0.1,file,589,1647723406,1647723996,1647711248,2869886,2.0.7,internet,win7x6420,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,0dc66decf82fdd3d71d991346cab90e582807f3a82a5d09fee09e0aca56215ee,2368f9c712392215ff6eb88b578b66086c8d8fce60c95588dc7d126f02718730,0,1647716797,16,16,0,System.Object[],,54,25/03/2022 19:08,0,0,0,0,112,0,0,0c9fbe1d44e7b04e44d4fb7796c542c7,aa818e532b62b5b14471d151c5ffd60a892266ad,a8ec164968132a751193d5185dee2c822dd9ed7625a5ff257c958e5c204d0643,a8ec164968132a751193d5185dee2c822dd9ed7625a5ff257c958e5c204d0643-1648235337,a8ec164968132a751193d5185dee2c822dd9ed7625a5ff257c958e5c204d0643,1,https://www.virustotal.com/gui/file/a8ec164968132a751193d5185dee2c822dd9ed7625a5ff257c958e5c204d0643/detection/f-a8ec164968132a751193d5185dee2c822dd9ed7625a5ff257c958e5c204d0643-1648235337,"Scan finished, information embedded",54,0,54,0,0,20220325,20211026
benign,0ce7d1b921fbc1b341f5db2fed45b625,9970eda98bc29ee501bc97d1fcb81e6f57591726,c8ddd08562eb205b6813626d1ba59dd1d047b47b3478d5b1795d68a3c34385ec,152876,"Google Chrome extension, version 3",application/x-chrome-extension,extension_50_0_0_0.crx,93833DF3,57d9efdacb73b4fabdb95ba6e849f352ad5737b8fb04ff118b18294091895b9dffe161f999452cd5370085a977c77b2112beb0972e07392fd25626f9973ab3dc,3072:zSaD8eyJt9iT48UqyWYo7QWoYdz52sSL1UW6P4OxO6Sd9zasTwZJD2CVsY9s:W7e548QoWYdzBSJQHCrzasqaCGQs,/srv/cuckoo/cwd/storage/binaries/c8ddd08562eb205b6813626d1ba59dd1d047b47b3478d5b1795d68a3c34385ec,,file,797,1647753940,1647754737,1647720833,2870994,2.0.7,internet,Ubuntu1904x647,linux,VirtualBox,0,,1,1,8,0,0,0,0,0,0,704e5e5b3234433c01fcfd1b20a306e77e985038120492dc53965c3edd38a4ea,,0,1647747538,16,16,0,System.Object[],,58,16/02/2022 10:42,0,0,0,0,344,0,0,0ce7d1b921fbc1b341f5db2fed45b625,9970eda98bc29ee501bc97d1fcb81e6f57591726,c8ddd08562eb205b6813626d1ba59dd1d047b47b3478d5b1795d68a3c34385ec,c8ddd08562eb205b6813626d1ba59dd1d047b47b3478d5b1795d68a3c34385ec-1645008141,c8ddd08562eb205b6813626d1ba59dd1d047b47b3478d5b1795d68a3c34385ec,1,https://www.virustotal.com/gui/file/c8ddd08562eb205b6813626d1ba59dd1d047b47b3478d5b1795d68a3c34385ec/detection/f-c8ddd08562eb205b6813626d1ba59dd1d047b47b3478d5b1795d68a3c34385ec-1645008141,"Scan finished, information embedded",58,0,58,0,0,20220216,20190318
benign,0d1cf570063da8b0417f221836bf6b02,174727d9f811789ec6b4cd223f87fd9332bdcf7d,71b863cadbd6ee2bc3056ce2ccd8f52a92a5617043894e3351c666b6f8c8f4d9,3518238,"Google Chrome extension, version 3",application/x-chrome-extension,extension_0_906_0_0.crx,3B3091C8,b3fc9066e1e7ce3d585e5c11c5635b69712433029a2a39a3545c5ad5267c89dd4041bdc675f5ba7632c1d96a56d6801137f7168fbb194a013954f2039a80c0c4,,/srv/cuckoo/cwd/storage/binaries/71b863cadbd6ee2bc3056ce2ccd8f52a92a5617043894e3351c666b6f8c8f4d9,0.1,file,592,1647720723,1647721316,1647710775,2869747,2.0.7,internet,win7x6411,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,ca61615a775e63cc7be3f307851f629856c93a16c388b1c7da1f268e99869632,84f5e2e9de48d2bf92b8e93ea7a9875669af194ef9407d8c6a1af22e3c9cd9c5,0,1647714117,16,16,0,System.Object[],,57,04/10/2021 12:24,0,0,0,0,2048,0,0,0d1cf570063da8b0417f221836bf6b02,174727d9f811789ec6b4cd223f87fd9332bdcf7d,71b863cadbd6ee2bc3056ce2ccd8f52a92a5617043894e3351c666b6f8c8f4d9,71b863cadbd6ee2bc3056ce2ccd8f52a92a5617043894e3351c666b6f8c8f4d9-1633350245,71b863cadbd6ee2bc3056ce2ccd8f52a92a5617043894e3351c666b6f8c8f4d9,1,https://www.virustotal.com/gui/file/71b863cadbd6ee2bc3056ce2ccd8f52a92a5617043894e3351c666b6f8c8f4d9/detection/f-71b863cadbd6ee2bc3056ce2ccd8f52a92a5617043894e3351c666b6f8c8f4d9-1633350245,"Scan finished, information embedded",57,0,57,0,0,20211004,20190318
benign,0de972761fce11fb8ab6460d377ef8f6,d6a8c93d4f50b5511414dd497bcd5ec1a45f2d1b,67c64dc47fbddaba97fd35d893bf707de84e4afb595af03ab4db9bdd90b43897,524411,"Google Chrome extension, version 3",application/x-chrome-extension,extension_3_935_0_0.crx,18F55E41,a1146e94df12ad71273a65a3ea54dadd5a9e4eccca54b8196bc48b79e8eea2b3472b69dcbfe9529cc7b20cc51014b223e4616bfee4112f2b3f55dc968abbd13a,,/srv/cuckoo/cwd/storage/binaries/67c64dc47fbddaba97fd35d893bf707de84e4afb595af03ab4db9bdd90b43897,0.1,file,664,1647758201,1647758866,1647721518,2871077,2.0.7,internet,win7x6421,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,f2c5356a3b240eff32f62a2991f66978052b793b18f8e132d6f0169a970b42f5,57ab108d4186732449df4d9aee06663baa430b46ebcb6a19a51d013c5e6ac7e4,0,1647751666,16,16,0,System.Object[],,54,16/03/2022 02:05,0,0,0,0,1148,0,0,0de972761fce11fb8ab6460d377ef8f6,d6a8c93d4f50b5511414dd497bcd5ec1a45f2d1b,67c64dc47fbddaba97fd35d893bf707de84e4afb595af03ab4db9bdd90b43897,67c64dc47fbddaba97fd35d893bf707de84e4afb595af03ab4db9bdd90b43897-1647396347,67c64dc47fbddaba97fd35d893bf707de84e4afb595af03ab4db9bdd90b43897,1,https://www.virustotal.com/gui/file/67c64dc47fbddaba97fd35d893bf707de84e4afb595af03ab4db9bdd90b43897/detection/f-67c64dc47fbddaba97fd35d893bf707de84e4afb595af03ab4db9bdd90b43897-1647396347,"Scan finished, information embedded",54,0,54,0,0,20220316,20190318
benign,0df3119bc1fd47108051536ff6f2e8bf,d836260d11b9eb633e774400f784958e36108090,154a1d08ab66dc741084dff7c2ae2184434ec58ed20a7abe73615295950527ff,28114,"Google Chrome extension, version 3",application/x-chrome-extension,extension_0_9_0_0 (1).crx,DC139B6A,f2e0173659570c8c49c8286e0d25ed2833a96614497beaa1f64af560c88430f987c15b6d46021d55a3eb353613f1a9e8d46dfbd7d8d52505b0ca0faeac85817d,,/srv/cuckoo/cwd/storage/binaries/154a1d08ab66dc741084dff7c2ae2184434ec58ed20a7abe73615295950527ff,0.1,file,651,1647719769,1647720420,1647710771,2869707,2.0.7,internet,win7x6429,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,51a7d7aa6e2553a75a9da08a0287313119153cead6783891d7d3febf242d48ca,0a41b3673d54ffc6965f0cb5ecbf8f721f5113f61099aedb63528f9d380704c2,0,1647713221,16,16,0,System.Object[],,57,03/03/2021 19:02,0,0,0,0,81,0,0,0df3119bc1fd47108051536ff6f2e8bf,d836260d11b9eb633e774400f784958e36108090,154a1d08ab66dc741084dff7c2ae2184434ec58ed20a7abe73615295950527ff,154a1d08ab66dc741084dff7c2ae2184434ec58ed20a7abe73615295950527ff-1614798152,154a1d08ab66dc741084dff7c2ae2184434ec58ed20a7abe73615295950527ff,1,https://www.virustotal.com/gui/file/154a1d08ab66dc741084dff7c2ae2184434ec58ed20a7abe73615295950527ff/detection/f-154a1d08ab66dc741084dff7c2ae2184434ec58ed20a7abe73615295950527ff-1614798152,"Scan finished, information embedded",57,0,57,0,0,20210303,20190318
benign,0e124bd4030afe21c559a3dc5f27e221,91037b7542c93dda028e6ca818fb7db6ce7249b9,f121d73f8acf7e1e37dbf5c5a7641107e205f429c8becf4e456b22ca75a52ba1,5482705,"Google Chrome extension, version 3",application/x-chrome-extension,extension_1_0_38_0.crx,2D42DEC0,ec27dc127be4170ecaf08b8ea06b7e0fe025a4743f92ed8f68f2f4ad6198098cabc511f9cbfe4ad8813d71dffc1b7a39eaaf3dcabc99f58c6a3d4445e29cbd7a,,/srv/cuckoo/cwd/storage/binaries/f121d73f8acf7e1e37dbf5c5a7641107e205f429c8becf4e456b22ca75a52ba1,0.1,file,623,1647722566,1647723190,1647711245,2869838,2.0.7,internet,win7x646,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,4d34bbc51efee646fd61225d3473721a18f45f035de925ecc5abd1248b18e8ec,24560b64893fc0f1186db8f991901ec82bb61d162a9df0c9ba3903c764818f7b,0,1647715991,16,16,0,System.Object[],,57,25/03/2022 18:32,0,0,0,0,2048,0,0,0e124bd4030afe21c559a3dc5f27e221,91037b7542c93dda028e6ca818fb7db6ce7249b9,f121d73f8acf7e1e37dbf5c5a7641107e205f429c8becf4e456b22ca75a52ba1,f121d73f8acf7e1e37dbf5c5a7641107e205f429c8becf4e456b22ca75a52ba1-1648233167,f121d73f8acf7e1e37dbf5c5a7641107e205f429c8becf4e456b22ca75a52ba1,1,https://www.virustotal.com/gui/file/f121d73f8acf7e1e37dbf5c5a7641107e205f429c8becf4e456b22ca75a52ba1/detection/f-f121d73f8acf7e1e37dbf5c5a7641107e205f429c8becf4e456b22ca75a52ba1-1648233167,"Scan finished, information embedded",57,0,57,0,0,20220325,20190318
benign,0f05114cd16f61e89ce4469568c0ff37,1f9af43b7d9d3d3d6c6bf84a75e408c675daf938,56e8bfd5da66318eb1281ffcc181148a5cb4e6718138062a7b108a9ee422e95e,3225512,"Google Chrome extension, version 3",application/x-chrome-extension,extension_2_1_5_0 (1).crx,01AA2E9A,2932cd435ff21176944855c098e69bd0475f62e1df7793a9b61c96eda2bc5196037b058b74fdba3e3150532c30e7bf383b8ba1297b8652d27778367c3ab07064,,/srv/cuckoo/cwd/storage/binaries/56e8bfd5da66318eb1281ffcc181148a5cb4e6718138062a7b108a9ee422e95e,0.1,file,594,1647740951,1647741546,1647712430,2870266,2.0.7,internet,win7x6429,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,d68fe1b28c29900e3e7b2b3882bb9ca5538f9533c75b7ea8ec7e7cbad3b66a2b,f4063369d7a013cc7ee18af490e6c9f5cc639b8896ff58a7412b6cc3f5f8dba9,0,1647734347,16,16,0,System.Object[],,57,26/03/2022 12:54,0,0,0,0,2048,0,0,0f05114cd16f61e89ce4469568c0ff37,1f9af43b7d9d3d3d6c6bf84a75e408c675daf938,56e8bfd5da66318eb1281ffcc181148a5cb4e6718138062a7b108a9ee422e95e,56e8bfd5da66318eb1281ffcc181148a5cb4e6718138062a7b108a9ee422e95e-1648299272,56e8bfd5da66318eb1281ffcc181148a5cb4e6718138062a7b108a9ee422e95e,1,https://www.virustotal.com/gui/file/56e8bfd5da66318eb1281ffcc181148a5cb4e6718138062a7b108a9ee422e95e/detection/f-56e8bfd5da66318eb1281ffcc181148a5cb4e6718138062a7b108a9ee422e95e-1648299272,"Scan finished, information embedded",57,0,57,0,0,20220326,20190318
benign,0f1e207a9cd1efa0f911beac98b37c1b,7c7890125c333774e0a014966290e1769721fe98,0ea792b4ee6a1631b3a0924a4b0c12bdfe4a4d99d187410a91438af808abc8a7,54002,"Google Chrome extension, version 3",application/x-chrome-extension,extension_5_3_1_0.crx,46758784,8c08e4e0e34f4d86971829ffb3a750fab1dbbacbb2f1d32d3805f6a9d3efddb2173803ab500573754188bbaa5d077c8e6e45fccd7c67780cf13e8d45991208c1,1536:nt/9Nyoc6Jw4USLeBwBhkDOGBV8jRrIZIQSF:t/bc6VlaRH8jBTQSF,/srv/cuckoo/cwd/storage/binaries/0ea792b4ee6a1631b3a0924a4b0c12bdfe4a4d99d187410a91438af808abc8a7,0.1,file,729,1647750643,1647751372,1647720482,2870895,2.0.7,internet,win7x6428,windows,VirtualBox,1,1,3,3,400,0,0,0,0,0,0,fd5b3e6bfbe0b6a5c0748ad44f53c4d13caf4b21d069b9f2754ae6bcfde3122f,20d6990feb5a24e3c6ecb6b9fa2f0ec297889a3196abacf51335aaa63d3f4f83,0,1647744173,16,16,0,System.Object[],,57,25/03/2022 15:59,0,0,0,0,153,0,0,0f1e207a9cd1efa0f911beac98b37c1b,7c7890125c333774e0a014966290e1769721fe98,0ea792b4ee6a1631b3a0924a4b0c12bdfe4a4d99d187410a91438af808abc8a7,0ea792b4ee6a1631b3a0924a4b0c12bdfe4a4d99d187410a91438af808abc8a7-1648223989,0ea792b4ee6a1631b3a0924a4b0c12bdfe4a4d99d187410a91438af808abc8a7,1,https://www.virustotal.com/gui/file/0ea792b4ee6a1631b3a0924a4b0c12bdfe4a4d99d187410a91438af808abc8a7/detection/f-0ea792b4ee6a1631b3a0924a4b0c12bdfe4a4d99d187410a91438af808abc8a7-1648223989,"Scan finished, information embedded",57,0,57,0,0,20220325,20190318
